"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"COVID-19 stringency index"

"LINK"
"https://www.bankofcanada.ca/?p=219486"

"SERIES"
"id","label","description"
"SAN_LYOJ20210218_C2_S1","Canada",""
"SAN_LYOJ20210218_C2_S2","Atlantic region*",""
"SAN_LYOJ20210218_C2_S3","Quebec",""
"SAN_LYOJ20210218_C2_S4","Ontario",""
"SAN_LYOJ20210218_C2_S5","Prairies region*",""
"SAN_LYOJ20210218_C2_S6","British Columbia",""
"SAN_LYOJ20210218_C2_S7","Newfoundland and Labrador",""
"SAN_LYOJ20210218_C2_S8","Prince Edward Island",""
"SAN_LYOJ20210218_C2_S9","Nova Scotia",""
"SAN_LYOJ20210218_C2_S10","New Brunswick",""
"SAN_LYOJ20210218_C2_S11","Manitoba",""
"SAN_LYOJ20210218_C2_S12","Saskatchewan",""
"SAN_LYOJ20210218_C2_S13","Alberta",""

"OBSERVATIONS"
"date","SAN_LYOJ20210218_C2_S1","SAN_LYOJ20210218_C2_S2","SAN_LYOJ20210218_C2_S3","SAN_LYOJ20210218_C2_S4","SAN_LYOJ20210218_C2_S5","SAN_LYOJ20210218_C2_S6","SAN_LYOJ20210218_C2_S7","SAN_LYOJ20210218_C2_S8","SAN_LYOJ20210218_C2_S9","SAN_LYOJ20210218_C2_S10","SAN_LYOJ20210218_C2_S11","SAN_LYOJ20210218_C2_S12","SAN_LYOJ20210218_C2_S13"
"2021-05-28","67.2425690","59.4617350","58.4259220","79.7222210","61.9820400","56.7824100","55.9490780","50.3587950","73.3217540","47.5231480","61.3425900","58.5532420","62.9976840"
"2021-05-29","67.2425690","59.4617350","58.4259220","79.7222210","61.9820400","56.7824100","55.9490780","50.3587950","73.3217540","47.5231480","61.3425900","58.5532420","62.9976840"
"2021-05-30","67.1116940","59.4617350","58.4259220","79.7222210","61.4239650","56.7824100","55.9490780","50.3587950","73.3217540","47.5231480","61.3425900","55.3935200","62.9976840"
"2021-05-31","66.7775270","59.4617350","58.4259220","79.7222210","59.9989320","56.7824100","55.9490780","50.3587950","73.3217540","47.5231480","61.3425900","55.3935200","60.9143520"
"2021-06-01","65.9977870","59.4617350","58.4259220","79.7222210","56.6738510","56.7824100","55.9490780","50.3587950","73.3217540","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-02","63.4142490","54.8442340","58.4259220","73.6458360","56.6738510","56.7824100","55.9490780","50.3587950","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-03","63.4142490","54.8442340","58.4259220","73.6458360","56.6738510","56.7824100","55.9490780","50.3587950","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-04","63.4142490","54.8442340","58.4259220","73.6458360","56.6738510","56.7824100","55.9490780","50.3587950","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-05","63.4142490","54.8442340","58.4259220","73.6458360","56.6738510","56.7824100","55.9490780","50.3587950","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-06","63.4074970","54.7243580","58.4259220","73.6458360","56.6738510","56.7824100","55.9490780","48.2754630","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-07","63.1387980","54.7243580","57.0370370","73.6458360","56.6738510","56.7824100","55.9490780","48.2754630","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-08","63.1838490","55.5245210","57.0370370","73.6458360","56.6738510","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","61.3425900","55.3935200","56.0532420"
"2021-06-09","63.1702350","55.5245210","57.0370370","73.6458360","56.6157840","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","60.9259220","55.3935200","56.0532420"
"2021-06-10","61.4325370","55.5245210","57.0370370","73.6458360","49.2056050","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","60.9259220","55.3935200","45.2199100"
"2021-06-11","59.6644590","55.5245210","57.0370370","68.7847210","49.5927240","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","63.7037050","55.3935200","45.2199100"
"2021-06-12","59.6644590","55.5245210","57.0370370","68.7847210","49.5927240","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","63.7037050","55.3935200","45.2199100"
"2021-06-13","59.6644590","55.5245210","57.0370370","68.7847210","49.5927240","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","63.7037050","55.3935200","45.2199100"
"2021-06-14","59.2882800","55.5245210","55.0925900","68.7847210","49.5927240","56.7824100","58.7268490","48.2754630","60.5787050","47.5231480","63.7037050","55.3935200","45.2199100"
"2021-06-15","57.5689390","50.0678560","55.0925900","68.7847210","49.5927240","46.1921270","47.1296270","48.2754630","60.5787050","40.2777750","63.7037050","55.3935200","45.2199100"
"2021-06-16","53.5121920","47.4885940","47.6851840","62.3032420","49.5927240","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","55.3935200","45.2199100"
"2021-06-17","53.5121920","47.4885940","47.6851840","62.3032420","49.5927240","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","55.3935200","45.2199100"
"2021-06-18","53.5121920","47.4885940","47.6851840","62.3032420","49.5927240","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","55.3935200","45.2199100"
"2021-06-19","53.5121920","47.4885940","47.6851840","62.3032420","49.5927240","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","55.3935200","45.2199100"
"2021-06-20","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-21","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-22","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-23","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-24","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-25","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-26","53.1756710","47.4885940","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","48.2754630","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-27","53.1696740","47.3820380","47.6851840","62.3032420","48.1576730","46.1921270","47.1296270","46.4236110","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-28","53.3577610","47.3820380","48.6574100","62.3032420","48.1576730","46.1921270","47.1296270","46.4236110","53.4606480","40.2777750","63.7037050","47.2685200","45.2199100"
"2021-06-29","53.0701370","47.3820380","48.6574100","62.3032420","46.9311370","46.1921270","47.1296270","46.4236110","53.4606480","40.2777750","63.7037050","40.3240740","45.2199100"
"2021-06-30","50.0924070","46.3754960","48.6574100","54.6643490","46.9311370","46.1921270","47.1296270","46.4236110","50.6828730","40.2777750","63.7037050","40.3240740","45.2199100"
"2021-07-01","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-02","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-03","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-04","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-05","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-06","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-07","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-08","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-09","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-10","44.0880050","45.1998980","48.6574100","54.6643490","30.8484340","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","40.3240740","21.9907400"
"2021-07-11","43.0698130","45.1998980","48.6574100","54.6643490","26.5064910","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","15.7407410","21.9907400"
"2021-07-12","43.0698130","45.1998980","48.6574100","54.6643490","26.5064910","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","15.7407410","21.9907400"
"2021-07-13","43.0698130","45.1998980","48.6574100","54.6643490","26.5064910","29.9421290","43.7037050","46.4236110","50.1620370","40.2777750","62.3148160","15.7407410","21.9907400"
"2021-07-14","43.0358090","44.5959740","48.6574100","54.6643490","26.5064910","29.9421290","43.7037050","46.4236110","48.4953730","40.2777750","62.3148160","15.7407410","21.9907400"
"2021-07-15","43.0131110","44.5959740","48.6574100","54.6643490","26.4097140","29.9421290","43.7037050","46.4236110","48.4953730","40.2777750","61.6203730","15.7407410","21.9907400"
"2021-07-16","40.3177760","44.5959740","48.6574100","47.6157420","26.4097140","29.9421290","43.7037050","46.4236110","48.4953730","40.2777750","61.6203730","15.7407410","21.9907400"
"2021-07-17","40.1248660","44.5959740","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","46.4236110","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-18","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-19","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-20","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-21","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-22","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-23","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-24","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-25","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-26","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-27","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-28","40.1181180","44.4760970","48.6574100","47.6157420","25.5870900","29.9421290","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-29","40.4267770","44.4760970","48.6574100","47.6157420","25.5870900","32.2569430","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-30","40.4267770","44.4760970","48.6574100","47.6157420","25.5870900","32.2569430","43.7037050","44.3402750","48.4953730","40.2777750","55.7175900","15.7407410","21.9907400"
"2021-07-31","40.0690040","38.1214410","48.6574100","47.6157420","25.5870900","32.2569430","43.7037050","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-01","40.0149420","37.1612400","48.6574100","47.6157420","25.5870900","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-02","40.0149420","37.1612400","48.6574100","47.6157420","25.5870900","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-03","38.9527440","37.1612400","48.6574100","44.8379630","25.5870900","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-04","38.9527440","37.1612400","48.6574100","44.8379630","25.5870900","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-05","38.9527440","37.1612400","48.6574100","44.8379630","25.5870900","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-06","38.9527440","37.1612400","48.6574100","44.8379630","25.5870900","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","55.7175900","15.7407410","21.9907400"
"2021-08-07","38.5805470","37.1612400","48.6574100","44.8379630","23.9999140","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-08","38.5805470","37.1612400","48.6574100","44.8379630","23.9999140","32.2569430","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-09","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-10","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-11","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-12","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-13","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-14","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-15","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-16","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-17","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-18","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-19","39.8584060","37.1612400","48.6574100","44.8379630","23.9999140","41.8402750","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-20","39.8275410","37.1612400","48.6574100","44.8379630","23.9999140","41.6087950","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-21","39.8275410","37.1612400","48.6574100","44.8379630","23.9999140","41.6087950","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-22","39.8275410","37.1612400","48.6574100","44.8379630","23.9999140","41.6087950","40.3703730","44.3402750","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-23","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-24","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-25","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-26","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-27","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-28","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-29","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-30","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-08-31","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-01","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-02","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-03","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-04","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-05","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-06","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-07","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-08","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-09","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-10","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-11","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-12","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-13","39.3482970","37.0413630","46.5740780","44.8379630","23.9999140","41.0879630","40.3703730","42.2569430","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-14","39.1561010","42.2623600","46.5740780","44.8379630","23.9999140","37.4421270","58.2175900","43.6458320","48.4953730","18.5185180","44.3287050","15.7407410","21.9907400"
"2021-09-15","38.9544300","43.6144140","46.5740780","44.8379630","23.9999140","35.3587950","58.2175900","43.6458320","48.4953730","23.1481480","44.3287050","15.7407410","21.9907400"
"2021-09-16","40.9650380","43.6144140","46.5740780","44.8379630","32.5738750","35.3587950","58.2175900","43.6458320","48.4953730","23.1481480","44.3287050","15.7407410","34.5254630"
"2021-09-17","42.4184460","43.6144140","46.5740780","44.8379630","38.7717400","35.3587950","58.2175900","43.6458320","48.4953730","23.1481480","44.3287050","28.2407400","40.3587950"
"2021-09-18","42.4184460","43.6144140","46.5740780","44.8379630","38.7717400","35.3587950","58.2175900","43.6458320","48.4953730","23.1481480","44.3287050","28.2407400","40.3587950"
"2021-09-19","42.4184460","43.6144140","46.5740780","44.8379630","38.7717400","35.3587950","58.2175900","43.6458320","48.4953730","23.1481480","44.3287050","28.2407400","40.3587950"
"2021-09-20","42.3349040","43.6144140","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","23.1481480","44.3287050","28.2407400","39.8379630"
"2021-09-21","42.4308170","45.3180010","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","28.9814820","44.3287050","28.2407400","39.8379630"
"2021-09-22","42.4308170","45.3180010","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","28.9814820","44.3287050","28.2407400","39.8379630"
"2021-09-23","42.4308170","45.3180010","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","28.9814820","44.3287050","28.2407400","39.8379630"
"2021-09-24","42.4308170","45.3180010","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","28.9814820","44.3287050","28.2407400","39.8379630"
"2021-09-25","42.5318680","47.1128540","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-09-26","42.5318680","47.1128540","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-09-27","42.5318680","47.1128540","46.5740780","44.8379630","38.4154820","35.3587950","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-09-28","42.5874250","47.1128540","46.5740780","44.8379630","38.4154820","35.7754630","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-09-29","42.5874250","47.1128540","46.5740780","44.8379630","38.4154820","35.7754630","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-09-30","42.8960880","47.1128540","46.5740780","44.8379630","38.4154820","38.0902750","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-10-01","42.8960880","47.1128540","46.5740780","44.8379630","38.4154820","38.0902750","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-10-02","42.8960880","47.1128540","46.5740780","44.8379630","38.4154820","38.0902750","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-10-03","42.8960880","47.1128540","46.5740780","44.8379630","38.4154820","38.0902750","58.2175900","43.6458320","48.4953730","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-10-04","42.7473300","44.4706800","46.5740780","44.8379630","38.4154820","38.0902750","58.2175900","43.6458320","41.2037050","35.1273160","44.3287050","28.2407400","39.8379630"
"2021-10-05","42.9856870","44.3508070","46.5740780","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","35.1273160","51.8287050","28.2407400","39.8379630"
"2021-10-06","42.9856870","44.3508070","46.5740780","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","35.1273160","51.8287050","28.2407400","39.8379630"
"2021-10-07","42.9856870","44.3508070","46.5740780","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","35.1273160","51.8287050","28.2407400","39.8379630"
"2021-10-08","43.0379300","47.0684360","46.0532420","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","44.4328730","51.8287050","28.2407400","39.8379630"
"2021-10-09","43.0379300","47.0684360","46.0532420","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","44.4328730","51.8287050","28.2407400","39.8379630"
"2021-10-10","43.0379300","47.0684360","46.0532420","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","44.4328730","51.8287050","28.2407400","39.8379630"
"2021-10-11","43.0379300","47.0684360","46.0532420","44.8379630","39.4606930","38.0902750","58.2175900","41.5625000","41.2037050","44.4328730","51.8287050","28.2407400","39.8379630"
"2021-10-12","42.8362350","43.4860270","46.0532420","44.8379630","39.4606930","38.0902750","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-13","42.8362350","43.4860270","46.0532420","44.8379630","39.4606930","38.0902750","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-14","42.8362350","43.4860270","46.0532420","44.8379630","39.4606930","38.0902750","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-15","43.5446130","43.4860270","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-16","43.5446130","43.4860270","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-17","43.5446130","43.4860270","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-18","43.5446130","43.4860270","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","41.2037050","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-19","43.5729480","43.9892960","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-20","43.5729480","43.9892960","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-21","43.5729480","43.9892960","46.0532420","44.8379630","39.4606930","43.4027820","46.2037050","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-22","43.6236310","44.8894840","46.0532420","44.8379630","39.4606930","43.4027820","49.3287050","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-23","43.7677920","47.4500240","46.0532420","44.8379630","39.4606930","43.4027820","58.2175900","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-24","43.7903180","47.8501090","46.0532420","44.8379630","39.4606930","43.4027820","59.6064800","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-25","43.7903180","47.8501090","46.0532420","44.8379630","39.4606930","43.4027820","59.6064800","41.5625000","42.5925940","44.0162050","51.8287050","28.2407400","39.8379630"
"2021-10-26","43.4249840","46.8435670","46.0532420","44.8379630","39.4606930","41.0879630","59.6064800","41.5625000","39.8148160","44.0162050","51.8287050","28.2407400","39.8379630"
